from_id,to_id,relationship_type,confidence,source_url,notes
TECH-ISO-ISO-21360-4-2018-2018,TECH-ISO-ISO-21360-1-2020-2020,references,source-confirmed,https://www.iso.org/standard/69441,Extracted from ISO source metadata text referencing ISO 21360-1.
TECH-ISO-ISO-21364-21-2025-2025,TECH-ISO-ISO-21364-1-2025-2025,references,source-confirmed,https://www.iso.org/standard/84188,Extracted from ISO source metadata text referencing ISO 21364-1.
TECH-ISO-ISO-21364-22-2025-2025,TECH-ISO-ISO-21364-1-2025-2025,references,source-confirmed,https://www.iso.org/standard/84189,Extracted from ISO source metadata text referencing ISO 21364-1.
TECH-ISO-ISO-21368-2022-2022,TECH-ISO-ISO-9001-2015-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/77454,Extracted from ISO source metadata text referencing ISO 9001.
TECH-ISO-ISO-21388-2-2024-2024,TECH-ISO-ISO-21388-2020-2020,references,source-confirmed,https://www.iso.org/standard/82924,Extracted from ISO source metadata text referencing ISO 21388.
TECH-ISO-ISO-21415-3-2006-2006,TECH-ISO-ISO-21415-1-2006-2006,references,source-confirmed,https://www.iso.org/standard/35864,Extracted from ISO source metadata text referencing ISO 21415-1.
TECH-ISO-ISO-21415-4-2006-2006,TECH-ISO-ISO-21415-1-2006-2006,references,source-confirmed,https://www.iso.org/standard/35865,Extracted from ISO source metadata text referencing ISO 21415-1.
TECH-ISO-ISO-21415-4-2006-2006,TECH-ISO-ISO-21415-2-2015-2015,references,source-confirmed,https://www.iso.org/standard/35865,Extracted from ISO source metadata text referencing ISO 21415-2.
TECH-ISO-ISO-21424-2018-2018,TECH-ISO-ISO-20649-2015-2015,references,source-confirmed,https://www.iso.org/standard/70901,Extracted from ISO source metadata text referencing ISO 20649.
TECH-ISO-ISO-21438-1-2007-2007,TECH-ISO-ISO-7708-1995-1995,references,source-confirmed,https://www.iso.org/standard/40239,Extracted from ISO source metadata text referencing ISO 7708.
TECH-ISO-ISO-21438-1-2022-2022,TECH-ISO-ISO-7708-1995-1995,references,source-confirmed,https://www.iso.org/standard/72921,Extracted from ISO source metadata text referencing ISO 7708.
TECH-ISO-ISO-21438-3-2010-2010,TECH-ISO-ISO-7708-1995-1995,references,source-confirmed,https://www.iso.org/standard/45768,Extracted from ISO source metadata text referencing ISO 7708.
TECH-ISO-ISO-21438-3-2026-2026,TECH-ISO-ISO-7708-1995-1995,references,source-confirmed,https://www.iso.org/standard/85691,Extracted from ISO source metadata text referencing ISO 7708.
TECH-ISO-ISO-21460-2007-2007,TECH-ISO-ISO-21459-2015-2015,references,source-confirmed,https://www.iso.org/standard/44999,Extracted from ISO source metadata text referencing ISO 21459.
TECH-ISO-ISO-21460-2007-2007,TECH-ISO-ISO-22663-2015-2015,references,source-confirmed,https://www.iso.org/standard/44999,Extracted from ISO source metadata text referencing ISO 22663.
TECH-ISO-ISO-21467-2023-2023,TECH-ISO-ISO-11886-2025-2025,references,source-confirmed,https://www.iso.org/standard/82062,Extracted from ISO source metadata text referencing ISO 11886.
TECH-ISO-ISO-21467-2023-2023,TECH-ISO-ISO-18758-1-2018-2018,references,source-confirmed,https://www.iso.org/standard/82062,Extracted from ISO source metadata text referencing ISO 18758-1.
TECH-ISO-ISO-21482-2007-2007,TECH-ISO-ISO-361-1975-1975,references,source-confirmed,https://www.iso.org/standard/40264,Extracted from ISO source metadata text referencing ISO 361.
TECH-ISO-ISO-21487-2006-2006,TECH-ISO-ISO-10088-2022-2022,references,source-confirmed,https://www.iso.org/standard/34550,Extracted from ISO source metadata text referencing ISO 10088.
TECH-ISO-ISO-21487-2012-2012,TECH-ISO-ISO-10088-2022-2022,references,source-confirmed,https://www.iso.org/standard/57087,Extracted from ISO source metadata text referencing ISO 10088.
TECH-ISO-ISO-21498-1-2021-2021,TECH-ISO-ISO-17409-2020-2020,references,source-confirmed,https://www.iso.org/standard/78209,Extracted from ISO source metadata text referencing ISO 17409.
TECH-ISO-ISO-21498-1-2021-2021,TECH-ISO-ISO-DIS-6469-3-0000,references,source-confirmed,https://www.iso.org/standard/78209,Extracted from ISO source metadata text referencing ISO 6469.
TECH-ISO-ISO-21498-2-2021-2021,TECH-ISO-ISO-17409-2020-2020,references,source-confirmed,https://www.iso.org/standard/78210,Extracted from ISO source metadata text referencing ISO 17409.
TECH-ISO-ISO-21498-2-2021-2021,TECH-ISO-ISO-21498-1-2021-2021,references,source-confirmed,https://www.iso.org/standard/78210,Extracted from ISO source metadata text referencing ISO 21498-1.
TECH-ISO-ISO-21498-2-2021-2021,TECH-ISO-ISO-DIS-6469-3-0000,references,source-confirmed,https://www.iso.org/standard/78210,Extracted from ISO source metadata text referencing ISO 6469.
TECH-ISO-ISO-21498-2-2024-2024,TECH-ISO-ISO-21498-1-2021-2021,references,source-confirmed,https://www.iso.org/standard/84542,Extracted from ISO source metadata text referencing ISO 21498-1.
TECH-ISO-ISO-21498-2-2024-2024,TECH-ISO-ISO-6469-3-2021-2021,references,source-confirmed,https://www.iso.org/standard/84542,Extracted from ISO source metadata text referencing ISO 6469-3.
TECH-ISO-ISO-21500-2021-2021,TECH-ISO-ISO-21502-2020-2020,references,source-confirmed,https://www.iso.org/standard/75704,Extracted from ISO source metadata text referencing ISO 21502.
TECH-ISO-ISO-21500-2021-2021,TECH-ISO-ISO-21503-2022-2022,references,source-confirmed,https://www.iso.org/standard/75704,Extracted from ISO source metadata text referencing ISO 21503.
TECH-ISO-ISO-21500-2021-2021,TECH-ISO-ISO-21504-2022-2022,references,source-confirmed,https://www.iso.org/standard/75704,Extracted from ISO source metadata text referencing ISO 21504.
TECH-ISO-ISO-21500-2021-2021,TECH-ISO-ISO-21505-2017-2017,references,source-confirmed,https://www.iso.org/standard/75704,Extracted from ISO source metadata text referencing ISO 21505.
TECH-ISO-ISO-21501-4-2007-2007,TECH-ISO-ISO-14644-1-2015-2015,references,source-confirmed,https://www.iso.org/standard/40274,Extracted from ISO source metadata text referencing ISO 14644-1.
TECH-ISO-ISO-21507-2005-2005,TECH-ISO-ISO-6165-2022-2022,references,source-confirmed,https://www.iso.org/standard/23780,Extracted from ISO source metadata text referencing ISO 6165.
TECH-ISO-ISO-21507-2010-2010,TECH-ISO-ISO-6165-2022-2022,references,source-confirmed,https://www.iso.org/standard/45468,Extracted from ISO source metadata text referencing ISO 6165.
TECH-ISO-ISO-21509-2006-2006,TECH-ISO-ISO-868-2003-2003,references,source-confirmed,https://www.iso.org/standard/35899,Extracted from ISO source metadata text referencing ISO 868.
TECH-ISO-ISO-21512-2024-2024,TECH-ISO-ISO-21508-2026-2026,references,source-confirmed,https://www.iso.org/standard/63584,Extracted from ISO source metadata text referencing ISO 21508.
TECH-ISO-ISO-21524-2021-2021,TECH-ISO-ISO-21927-1-2008-2008,references,source-confirmed,https://www.iso.org/standard/71025,Extracted from ISO source metadata text referencing ISO 21927-1.
TECH-ISO-ISO-21524-2021-2021,TECH-ISO-ISO-3008-1-2025-2025,references,source-confirmed,https://www.iso.org/standard/71025,Extracted from ISO source metadata text referencing ISO 3008-1.
TECH-ISO-ISO-21524-2021-2021,TECH-ISO-ISO-3008-2007-2007,references,source-confirmed,https://www.iso.org/standard/71025,Extracted from ISO source metadata text referencing ISO 3008.
TECH-ISO-ISO-21524-2021-2021,TECH-ISO-ISO-5925-2025-2025,references,source-confirmed,https://www.iso.org/standard/71025,Extracted from ISO source metadata text referencing ISO 5925.
TECH-ISO-ISO-21538-2004-2004,TECH-ISO-ISO-21537-2-2004-2004,references,source-confirmed,https://www.iso.org/standard/40485,Extracted from ISO source metadata text referencing ISO 21537-2.
TECH-ISO-ISO-21538-2024-2024,TECH-ISO-ISO-21537-2-2004-2004,references,source-confirmed,https://www.iso.org/standard/84941,Extracted from ISO source metadata text referencing ISO 21537-2.
TECH-ISO-ISO-21542-2021-2021,TECH-ISO-ISO-7176-5-2008-2008,references,source-confirmed,https://www.iso.org/standard/71860,Extracted from ISO source metadata text referencing ISO 7176-5.
TECH-ISO-ISO-21542-2021-2021,TECH-ISO-ISO-TR-13570-2-2014-2014,references,source-confirmed,https://www.iso.org/standard/71860,Extracted from ISO source metadata text referencing ISO 13570-2.
TECH-ISO-ISO-21549-1-2004-2004,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/34598,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-1-2013-2013,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/60396,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-2-2004-2004,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/34599,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-2-2014-2014,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/60488,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-3-2004-2004,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/34600,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-3-2014-2014,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/60489,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-4-2006-2006,TECH-ISO-ISO-7810-1985-1985,references,source-confirmed,https://www.iso.org/standard/37431,Extracted from ISO source metadata text referencing ISO 7810.
TECH-ISO-ISO-21549-4-2014-2014,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/60490,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-6-2008-2008,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/42833,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-7-2007-2007,TECH-ISO-ISO-7810-1985-1985,references,source-confirmed,https://www.iso.org/standard/34601,Extracted from ISO source metadata text referencing ISO 7810.
TECH-ISO-ISO-21549-7-2016-2016,TECH-ISO-ISO-21549-2-2014-2014,references,source-confirmed,https://www.iso.org/standard/63739,Extracted from ISO source metadata text referencing ISO 21549-2.
TECH-ISO-ISO-21549-7-2016-2016,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/63739,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-21549-7-2024-2024,TECH-ISO-ISO-21549-2-2014-2014,references,source-confirmed,https://www.iso.org/standard/86408,Extracted from ISO source metadata text referencing ISO 21549-2.
TECH-ISO-ISO-21549-7-2024-2024,TECH-ISO-ISO-IEC-7810-2019-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/86408,Extracted from ISO source metadata text referencing ISO/IEC 7810.
TECH-ISO-ISO-2156-1974-1974,TECH-ISO-ISO-2155-1974-1974,references,source-confirmed,https://www.iso.org/standard/6946,Extracted from ISO source metadata text referencing ISO 2155.
TECH-ISO-ISO-21561-1-2015-2015,TECH-ISO-ISO-21561-2005-AMD-1-2010-2010,references,source-confirmed,https://www.iso.org/standard/66501,Extracted from ISO source metadata text referencing ISO 21561.
TECH-ISO-ISO-21561-2-2016-2016,TECH-ISO-ISO-21561-2005-AMD-1-2010-2010,references,source-confirmed,https://www.iso.org/standard/64125,Extracted from ISO source metadata text referencing ISO 21561.
TECH-ISO-ISO-21562-2020-2020,TECH-ISO-ISO-22192-2021-2021,references,source-confirmed,https://www.iso.org/standard/71087,Extracted from ISO source metadata text referencing ISO 22192.
TECH-ISO-ISO-21562-2020-2020,TECH-ISO-ISO-8217-2024-2024,references,source-confirmed,https://www.iso.org/standard/71087,Extracted from ISO source metadata text referencing ISO 8217.
TECH-ISO-ISO-21563-2021-2021,TECH-ISO-ISO-7405-2025-2025,references,source-confirmed,https://www.iso.org/standard/77792,Extracted from ISO source metadata text referencing ISO 7405.
TECH-ISO-ISO-21571-2005-2005,TECH-ISO-ISO-21569-2005-AMD-1-2013-2013,references,source-confirmed,https://www.iso.org/standard/34616,Extracted from ISO source metadata text referencing ISO 21569.
TECH-ISO-ISO-21571-2005-2005,TECH-ISO-ISO-21570-2005-AMD-1-2013-2013,references,source-confirmed,https://www.iso.org/standard/34616,Extracted from ISO source metadata text referencing ISO 21570.
TECH-ISO-ISO-21573-2-2008-2008,TECH-ISO-ISO-21573-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/37176,Extracted from ISO source metadata text referencing ISO 21573-1.
TECH-ISO-ISO-21587-1-2007-2007,TECH-ISO-ISO-12677-2011-2011,references,source-confirmed,https://www.iso.org/standard/43854,Extracted from ISO source metadata text referencing ISO 12677.
TECH-ISO-ISO-21587-2-2007-2007,TECH-ISO-ISO-12677-2011-2011,references,source-confirmed,https://www.iso.org/standard/43855,Extracted from ISO source metadata text referencing ISO 12677.
TECH-ISO-ISO-21587-3-2007-2007,TECH-ISO-ISO-12677-2011-2011,references,source-confirmed,https://www.iso.org/standard/43856,Extracted from ISO source metadata text referencing ISO 12677.
TECH-ISO-ISO-21593-2019-2019,TECH-ISO-ISO-16904-2016-2016,references,source-confirmed,https://www.iso.org/standard/71167,Extracted from ISO source metadata text referencing ISO 16904.
TECH-ISO-ISO-21597-2-2020-2020,TECH-ISO-ISO-21597-1-2020-2020,references,source-confirmed,https://www.iso.org/standard/74390,Extracted from ISO source metadata text referencing ISO 21597-1.
TECH-ISO-ISO-21612-2021-2021,TECH-ISO-ISO-6487-2015-AMD-1-2017-2017,references,source-confirmed,https://www.iso.org/standard/71244,Extracted from ISO source metadata text referencing ISO 6487.
TECH-ISO-ISO-21613-2015-2015,TECH-ISO-ISO-22875-2017-2017,references,source-confirmed,https://www.iso.org/standard/59551,Extracted from ISO source metadata text referencing ISO 22875.
TECH-ISO-ISO-21628-2020-2020,TECH-ISO-ISO-5395-2-2013-AMD-2-2017-2017,references,source-confirmed,https://www.iso.org/standard/74504,Extracted from ISO source metadata text referencing ISO 5395-2.
TECH-ISO-ISO-21628-2020-2020,TECH-ISO-ISO-5395-3-2013-AMD-2-2017-2017,references,source-confirmed,https://www.iso.org/standard/74504,Extracted from ISO source metadata text referencing ISO 5395-3.
TECH-ISO-ISO-21636-1-2024-2024,TECH-ISO-ISO-639-2023-2023,references,source-confirmed,https://www.iso.org/standard/84965,Extracted from ISO source metadata text referencing ISO 639.
TECH-ISO-ISO-21636-1-2024-2024,TECH-ISO-ISO-WD-21636-0000,references,source-confirmed,https://www.iso.org/standard/84965,Extracted from ISO source metadata text referencing ISO 21636.
TECH-ISO-ISO-21636-3-2024-2024,TECH-ISO-ISO-15836-1-2017-2017,references,source-confirmed,https://www.iso.org/standard/84966,Extracted from ISO source metadata text referencing ISO 15836-1.
TECH-ISO-ISO-21636-3-2024-2024,TECH-ISO-ISO-639-2023-2023,references,source-confirmed,https://www.iso.org/standard/84966,Extracted from ISO source metadata text referencing ISO 639.
TECH-ISO-ISO-21636-3-2024-2024,TECH-ISO-ISO-TR-21636-2-2023-2023,references,source-confirmed,https://www.iso.org/standard/84966,Extracted from ISO source metadata text referencing ISO 21636-2.
TECH-ISO-ISO-21636-3-2024-2024,TECH-ISO-ISO-WD-21636-0000,references,source-confirmed,https://www.iso.org/standard/84966,Extracted from ISO source metadata text referencing ISO 21636.
TECH-ISO-ISO-21647-2004-2004,TECH-ISO-ISO-14971-2019-2019,references,source-confirmed,https://www.iso.org/standard/34637,Extracted from ISO source metadata text referencing ISO 14971.
TECH-ISO-ISO-21660-2-2025-2025,TECH-ISO-ISO-760-1978-1978,references,source-confirmed,https://www.iso.org/standard/86936,Extracted from ISO source metadata text referencing ISO 760.
TECH-ISO-ISO-21660-3-2021-2021,TECH-ISO-ISO-760-1978-1978,references,source-confirmed,https://www.iso.org/standard/71327,Extracted from ISO source metadata text referencing ISO 760.
TECH-ISO-ISO-21670-2003-2003,TECH-ISO-ISO-898-1-2013-COR-1-2013-2013,references,source-confirmed,https://www.iso.org/standard/35963,Extracted from ISO source metadata text referencing ISO 898-1.
TECH-ISO-ISO-21672-1-2012-2012,TECH-ISO-ISO-CD-21672-0000,references,source-confirmed,https://www.iso.org/standard/53649,Extracted from ISO source metadata text referencing ISO 21672.
TECH-ISO-ISO-21678-2020-2020,TECH-ISO-ISO-21929-1-2011-2011,references,source-confirmed,https://www.iso.org/standard/71344,Extracted from ISO source metadata text referencing ISO 21929-1.
TECH-ISO-ISO-21678-2020-2020,TECH-ISO-ISO-21931-1-2022-2022,references,source-confirmed,https://www.iso.org/standard/71344,Extracted from ISO source metadata text referencing ISO 21931-1.
TECH-ISO-ISO-21678-2020-2020,TECH-ISO-ISO-21931-2-2019-2019,references,source-confirmed,https://www.iso.org/standard/71344,Extracted from ISO source metadata text referencing ISO 21931-2.
TECH-ISO-ISO-21678-2020-2020,TECH-ISO-ISO-TS-21929-2-2015-2015,references,source-confirmed,https://www.iso.org/standard/71344,Extracted from ISO source metadata text referencing ISO 21929-2.
TECH-ISO-ISO-21684-2025-2025,TECH-ISO-ISO-24660-2024-2024,references,source-confirmed,https://www.iso.org/standard/86894,Extracted from ISO source metadata text referencing ISO 24660.
TECH-ISO-ISO-217-1995-1995,TECH-ISO-ISO-216-2007-2007,references,source-confirmed,https://www.iso.org/standard/20074,Extracted from ISO source metadata text referencing ISO 216.
TECH-ISO-ISO-217-2008-2008,TECH-ISO-ISO-216-2007-2007,references,source-confirmed,https://www.iso.org/standard/36632,Extracted from ISO source metadata text referencing ISO 216.
TECH-ISO-ISO-217-2013-2013,TECH-ISO-ISO-216-2007-2007,references,source-confirmed,https://www.iso.org/standard/63056,Extracted from ISO source metadata text referencing ISO 216.
TECH-ISO-ISO-2171-2007-2007,TECH-ISO-ISO-3593-1981-1981,references,source-confirmed,https://www.iso.org/standard/37264,Extracted from ISO source metadata text referencing ISO 3593.
TECH-ISO-ISO-2171-2007-2007,TECH-ISO-ISO-5984-2022-2022,references,source-confirmed,https://www.iso.org/standard/37264,Extracted from ISO source metadata text referencing ISO 5984.
TECH-ISO-ISO-21711-2019-2019,TECH-ISO-ISO-20438-2017-2017,references,source-confirmed,https://www.iso.org/standard/71442,Extracted from ISO source metadata text referencing ISO 20438.
TECH-ISO-ISO-21716-1-2020-2020,TECH-ISO-ISO-PWI-21716-0000,references,source-confirmed,https://www.iso.org/standard/74169,Extracted from ISO source metadata text referencing ISO 21716.
TECH-ISO-ISO-21716-2-2020-2020,TECH-ISO-ISO-21716-1-2020-2020,references,source-confirmed,https://www.iso.org/standard/74170,Extracted from ISO source metadata text referencing ISO 21716-1.
TECH-ISO-ISO-21716-3-2020-2020,TECH-ISO-ISO-21716-1-2020-2020,references,source-confirmed,https://www.iso.org/standard/74171,Extracted from ISO source metadata text referencing ISO 21716-1.
TECH-ISO-ISO-21719-1-2026-2026,TECH-ISO-ISO-204-2023-2023,references,source-confirmed,https://www.iso.org/standard/90871,Extracted from ISO source metadata text referencing ISO 204.
TECH-ISO-ISO-2172-1983-1983,TECH-ISO-ISO-2173-2003-2003,references,source-confirmed,https://www.iso.org/standard/6969,Extracted from ISO source metadata text referencing ISO 2173.
TECH-ISO-ISO-21727-2004-2004,TECH-ISO-ISO-2969-2015-2015,references,source-confirmed,https://www.iso.org/standard/34671,Extracted from ISO source metadata text referencing ISO 2969.
TECH-ISO-ISO-21727-2016-2016,TECH-ISO-ISO-2969-2015-2015,references,source-confirmed,https://www.iso.org/standard/69744,Extracted from ISO source metadata text referencing ISO 2969.
TECH-ISO-ISO-21748-2010-2010,TECH-ISO-ISO-5725-2-2025-2025,references,source-confirmed,https://www.iso.org/standard/46373,Extracted from ISO source metadata text referencing ISO 5725-2.
TECH-ISO-ISO-21748-2010-2010,TECH-ISO-ISO-5725-3-2023-2023,references,source-confirmed,https://www.iso.org/standard/46373,Extracted from ISO source metadata text referencing ISO 5725-3.
TECH-ISO-ISO-21748-2017-2017,TECH-ISO-ISO-5725-1986-1986,references,source-confirmed,https://www.iso.org/standard/71615,Extracted from ISO source metadata text referencing ISO 5725.
TECH-ISO-ISO-21757-1-2020-2020,TECH-ISO-ISO-32000-2-2020-2020,references,source-confirmed,https://www.iso.org/standard/71559,Extracted from ISO source metadata text referencing ISO 32000-2.
TECH-ISO-ISO-2178-1982-1982,TECH-ISO-ISO-2361-2025-2025,references,source-confirmed,https://www.iso.org/standard/6979,Extracted from ISO source metadata text referencing ISO 2361.
TECH-ISO-ISO-2178-2016-2016,TECH-ISO-ISO-2361-2025-2025,references,source-confirmed,https://www.iso.org/standard/63004,Extracted from ISO source metadata text referencing ISO 2361.
TECH-ISO-ISO-21782-1-2019-2019,TECH-ISO-ISO-WD-21782-0000,references,source-confirmed,https://www.iso.org/standard/72335,Extracted from ISO source metadata text referencing ISO 21782.
TECH-ISO-ISO-21782-1-2023-2023,TECH-ISO-ISO-WD-21782-0000,references,source-confirmed,https://www.iso.org/standard/84290,Extracted from ISO source metadata text referencing ISO 21782.
TECH-ISO-ISO-21785-2020-2020,TECH-ISO-ISO-21100-2025-2025,references,source-confirmed,https://www.iso.org/standard/71634,Extracted from ISO source metadata text referencing ISO 21100.
TECH-ISO-ISO-21785-2020-2020,TECH-ISO-ISO-4118-2016-2016,references,source-confirmed,https://www.iso.org/standard/71634,Extracted from ISO source metadata text referencing ISO 4118.
TECH-ISO-ISO-21785-2020-2020,TECH-ISO-ISO-8097-2001-2001,references,source-confirmed,https://www.iso.org/standard/71634,Extracted from ISO source metadata text referencing ISO 8097.
TECH-ISO-ISO-21789-2022-2022,TECH-ISO-ISO-12100-2010-2010,references,source-confirmed,https://www.iso.org/standard/74201,Extracted from ISO source metadata text referencing ISO 12100.
TECH-ISO-ISO-21789-2022-2022,TECH-ISO-ISO-19372-2015-2015,references,source-confirmed,https://www.iso.org/standard/74201,Extracted from ISO source metadata text referencing ISO 19372.
TECH-ISO-ISO-21801-2-2022-2022,TECH-ISO-ISO-21801-1-2020-2020,references,source-confirmed,https://www.iso.org/standard/77619,Extracted from ISO source metadata text referencing ISO 21801-1.
TECH-ISO-ISO-21805-2023-2023,TECH-ISO-ISO-14520-1-2023-2023,references,source-confirmed,https://www.iso.org/standard/79443,Extracted from ISO source metadata text referencing ISO 14520-1.
TECH-ISO-ISO-21805-2023-2023,TECH-ISO-ISO-6183-2022-2022,references,source-confirmed,https://www.iso.org/standard/79443,Extracted from ISO source metadata text referencing ISO 6183.
TECH-ISO-ISO-21806-13-2021-2021,TECH-ISO-ISO-21806-12-2021-2021,references,source-confirmed,https://www.iso.org/standard/77928,Extracted from ISO source metadata text referencing ISO 21806-12.
TECH-ISO-ISO-21806-15-2021-2021,TECH-ISO-ISO-21806-14-2021-2021,references,source-confirmed,https://www.iso.org/standard/77931,Extracted from ISO source metadata text referencing ISO 21806-14.
TECH-ISO-ISO-21806-3-2020-2020,TECH-ISO-ISO-21806-2-2020-2020,references,source-confirmed,https://www.iso.org/standard/71835,Extracted from ISO source metadata text referencing ISO 21806-2.
TECH-ISO-ISO-21806-5-2020-2020,TECH-ISO-ISO-21806-4-2020-2020,references,source-confirmed,https://www.iso.org/standard/71837,Extracted from ISO source metadata text referencing ISO 21806-4.
TECH-ISO-ISO-21806-7-2020-2020,TECH-ISO-ISO-21806-6-2020-2020,references,source-confirmed,https://www.iso.org/standard/71839,Extracted from ISO source metadata text referencing ISO 21806-6.
TECH-ISO-ISO-21806-9-2020-2020,TECH-ISO-ISO-21806-8-2020-2020,references,source-confirmed,https://www.iso.org/standard/71841,Extracted from ISO source metadata text referencing ISO 21806-8.
TECH-ISO-ISO-21809-1-2011-2011,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/35997,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-1-2018-2018,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/65345,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-11-2019-2019,TECH-ISO-ISO-21809-3-2016-AMD-1-2020-2020,references,source-confirmed,https://www.iso.org/standard/66497,Extracted from ISO source metadata text referencing ISO 21809-3.
TECH-ISO-ISO-21809-2-2007-2007,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/37531,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-2-2014-2014,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/56763,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-2-2026-2026,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/86129,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-3-2008-2008,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/37532,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-3-2016-2016,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/61002,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-4-2009-2009,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/39074,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-4-2026-2026,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/84937,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-5-2010-2010,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/40881,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21809-5-2017-2017,TECH-ISO-ISO-13623-2017-AMD-1-2024-2024,references,source-confirmed,https://www.iso.org/standard/68378,Extracted from ISO source metadata text referencing ISO 13623.
TECH-ISO-ISO-21812-1-2019-2019,TECH-ISO-ISO-DIS-32000-0000,references,source-confirmed,https://www.iso.org/standard/74407,Extracted from ISO source metadata text referencing ISO 32000.
TECH-ISO-ISO-21815-1-2022-2022,TECH-ISO-ISO-19296-2018-2018,references,source-confirmed,https://www.iso.org/standard/77302,Extracted from ISO source metadata text referencing ISO 19296.
TECH-ISO-ISO-21815-1-2022-2022,TECH-ISO-ISO-22242-2005-AMD-1-2013-2013,references,source-confirmed,https://www.iso.org/standard/77302,Extracted from ISO source metadata text referencing ISO 22242.
TECH-ISO-ISO-21815-1-2022-2022,TECH-ISO-ISO-6165-2022-2022,references,source-confirmed,https://www.iso.org/standard/77302,Extracted from ISO source metadata text referencing ISO 6165.
TECH-ISO-ISO-21815-1-2022-2022,TECH-ISO-ISO-WD-21815-0000,references,source-confirmed,https://www.iso.org/standard/77302,Extracted from ISO source metadata text referencing ISO 21815.
TECH-ISO-ISO-21815-3-2023-2023,TECH-ISO-ISO-19296-2018-2018,references,source-confirmed,https://www.iso.org/standard/77266,Extracted from ISO source metadata text referencing ISO 19296.
TECH-ISO-ISO-21815-3-2023-2023,TECH-ISO-ISO-22242-2005-AMD-1-2013-2013,references,source-confirmed,https://www.iso.org/standard/77266,Extracted from ISO source metadata text referencing ISO 22242.
TECH-ISO-ISO-21815-3-2023-2023,TECH-ISO-ISO-6165-2022-2022,references,source-confirmed,https://www.iso.org/standard/77266,Extracted from ISO source metadata text referencing ISO 6165.
