idx,description,url,name,pageTitle,title,source_file
71,7.56 Bangladesh Medication Codes,https://fhir.dghs.gov.bd/core/0.4.2/CodeSystem-bd-medication-code.html,CodeSystem-bd-medication-code.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Bangladesh Medication Codes,links.json
72,7.57 Bangladesh Occupations,https://fhir.dghs.gov.bd/core/0.4.2/CodeSystem-bd-occupations.html,CodeSystem-bd-occupations.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Bangladesh Occupations,links.json
73,7.58 Bangladesh Religions,https://fhir.dghs.gov.bd/core/0.4.2/CodeSystem-bd-religions.html,CodeSystem-bd-religions.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Bangladesh Religions,links.json
74,7.59 Bangladesh Vaccine Code System,https://fhir.dghs.gov.bd/core/0.4.2/CodeSystem-bd-vaccine-code.html,CodeSystem-bd-vaccine-code.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Bangladesh Vaccine Code System,links.json
75,7.60 DGDA Drug Registry Code System,https://fhir.dghs.gov.bd/core/0.4.2/CodeSystem-dgda-drug-registry.html,CodeSystem-dgda-drug-registry.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,DGDA Drug Registry Code System,links.json
76,7.61 ICD-11 Mortality and Morbidity Statistics (MMS),https://fhir.dghs.gov.bd/core/0.4.2/CodeSystem-icd11-mms.html,CodeSystem-icd11-mms.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,ICD-11 Mortality and Morbidity Statistics (MMS),links.json
77,7.62 ICD11MMSBangladesh,https://fhir.dghs.gov.bd/core/0.4.2/NamingSystem-icd11-mms-bd.html,NamingSystem-icd11-mms-bd.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,ICD11MMSBangladesh,links.json
78,7.63 Example Encounter - BDEncounterExample,https://fhir.dghs.gov.bd/core/0.4.2/Encounter-BDEncounterExample.html,Encounter-BDEncounterExample.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Example Encounter - BDEncounterExample,links.json
79,7.64 Example Medication - BDMedicationExample,https://fhir.dghs.gov.bd/core/0.4.2/Medication-BDMedicationExample.html,Medication-BDMedicationExample.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Example Medication - BDMedicationExample,links.json
80,7.65 Example MedicationRequest - BDMedicationRequestExample,https://fhir.dghs.gov.bd/core/0.4.2/MedicationRequest-BDMedicationRequestExample.html,MedicationRequest-BDMedicationRequestExample.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Example MedicationRequest - BDMedicationRequestExample,links.json
81,7.66 Dhaka Medical College Hospital,https://fhir.dghs.gov.bd/core/0.4.2/Organization-BDOrganizationExample.html,Organization-BDOrganizationExample.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Dhaka Medical College Hospital,links.json
82,7.67 Example Patient - BDPatientExample,https://fhir.dghs.gov.bd/core/0.4.2/Patient-BDPatientExample.html,Patient-BDPatientExample.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Example Patient - BDPatientExample,links.json
83,7.68 Example Practitioner - BDPractitionerExample,https://fhir.dghs.gov.bd/core/0.4.2/Practitioner-BDPractitionerExample.html,Practitioner-BDPractitionerExample.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,Example Practitioner - BDPractitionerExample,links.json
84,"Directorate General of Health Services (DGHS), Bangladesh",http://dghs.gov.bd/,index(13).html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,,links.json
85,FHIR 4.0.1,http://hl7.org/fhir/R4/,R4.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,,links.json
86,QA Report,https://fhir.dghs.gov.bd/core/0.4.2/qa.html,qa.html,Table of Contents - Bangladesh Core FHIR Implementation Guide v0.4.2,,links.json
