id,reference,status,title.en,title.fr,secretariat.id,secretariat.acronym,creationDate,scope.en,scope.fr,parentId,childrenId,pMembers.id,pMembers.acronym,oMembers.id,oMembers.acronym,committeeLiaisons.id,committeeLiaisons.reference,organizationLiaisons.id,organizationLiaisons.acronym,sortKey
46126,ISO/TC 10/SC 10,Active,Process plant documentation,Documentation pour les usines de traitement,1994,SN,1990-02-21,"<P>Standardisation of specific rules for:</P><p><ul><li>a) process plant documentation</li><li>b) application of simplified representation</li><li>c) application of structuring principles and reference designation.</li></ul></p><p>Standardization of graphical symbols used in process plant documentation is coordinated with IEC, including establishing and maintaining a database, from which any technical committee may prepare collective symbol standards.</p>",,45986,,"[1511, 1635, 1663, 1696, 1823, 1835, 1994, 2045, 2064, 2101, 2106, 2133, 2176]","[DIN, SAC, KATS, DS, UNI, JISC, SN, PKN, BSI, SIS, SNV, UNMZ, GOST R]","[1485, 1520, 1529, 1700, 1717, 1734, 1738, 1788, 1794, 1803, 2058, 2110, 2209]","[SABS, IRAM, ASI, EOS, UNE, SFS, AFNOR, IST, BIS, INSO, ASRO, UNMS SR, ISS]","[52232, 45824]","[ISO/TC 131, ISO/TC 8/SC 3]",,,ISO/TC 010/~SC 010
46156,ISO/TC 11,Active,Boilers and pressure vessels,Chaudières et récipients sous pression,1635,SAC,1947-01-01,"<p>Standardization of construction and performance of boilers and pressure vessels.</p><p>Excluded:</p><ul><li>railway and marine boilers covered by ISO/TC 8;</li><li>gas cylinders covered by ISO/TC 58;</li><li>aircraft and vehicle components covered by ISO/TC 20;</li><li>equipment used for fire-fighting covered by ISO/TC 21;</li><li>personal safety equipment covered by ISO/TC 94;</li><li>components of rotating or reciprocating devices;</li><li>nuclear pressure equipment covered by ISO/TC 85;</li><li>piping systems covered by ISO/TC 67;</li><li>cryogenic vessels covered by ISO/TC 220.</li><li>hydrogen vessels covered by ISO/TC 197;</li><li>equipment for sterilization covered by ISO/TC 198;</li><li>human occupied vessels;</li></ul><p><i>Note :</i></p><p>Construction includes design, materials, fabrication, examination, inspection, testing andconformity assessment.</p><p> Performance includes energy efficiency of equipment and sustainability.</p>","<p>Normalisation de la construction de chaudières et récipients sous pression.</p><p>À l'exclusion :</p><ul><li>des chaudières de chemins de fer et des chaudières marines, du ressort de l'ISO/TC 8;</li><li>des bouteilles à gaz, du ressort de l'ISO/TC 58;</li><li>des composants pour véhicules aéronautiques et spatiaux, du ressort de l'ISO/TC 20; </li><li>de l'équipement de protection et de lutte contre l'incendie,  du ressort de l'ISO/TC 21;</li><li>de l'équipement de sécurité individuelle, du ressort de l'ISO/TC 94;</li><li>des composants pour dispositifs de rotation ou  inverseurs</li><li>de l'équipement nucléaire sous pression, du ressort de l'ISO/TC 85;</li><li>des systèmes de tuyauteries;</li><li>des récipients cryogéniques, du ressort de l'ISO/TC 220.</li></ul><p><i>Note :</i></p><p>Le terme de 'construction' englobe la conception, le  matériau, la fabrication, l'inspection, le contrôle, les essais et l'évaluation de la conformité.</p>",,,"[1499, 1511, 1516, 1561, 1579, 1619, 1623, 1635, 1663, 1696, 1700, 1704, 1725, 1738, 1794, 1798, 1823, 1835, 1854, 1965, 2017, 2064, 2091, 2101, 2106, 2176, 2188, 308878, 308894]","[IANOR, DIN, SASO, NBN, ABNT, SCC, ANOR, SAC, KATS, DS, EOS, MoIAT-SAS, IES, AFNOR, BIS, BSN, UNI, JISC, KEBS, MASM, PSQCA, BSI, SLSI, SIS, SNV, GOST R, ANSI, O'ZTTSA, OCC]","[1485, 1524, 1529, 1717, 1734, 1803, 1815, 1927, 1954, 1998, 2027, 2045, 2054, 2058, 2133, 2139, 288025, 308857]","[SABS, SA, ASI, UNE, SFS, INSO, NSAI, MCCAA, DGN, NZSO, NEN, PKN, IPQ, ASRO, UNMZ, TISI, RSB, COSQC]","[48602, 54432, 54560, 46628, 49008, 54990, 52398, 45592, 53156, 45594, 46232]","[ISO/TC 44, ISO/TC 192, ISO/TC 197, ISO/TC 21, ISO/TC 58, ISO/TC 220, ISO/TC 135, ISO/TC 5, ISO/TC 153, ISO/TC 5/SC 1, ISO/TC 17]",,,ISO/TC 011
46202,ISO/TC 12,Active,Quantities and units,Grandeurs et unités,2101,SIS,1947-01-01,"Standardization of units and symbols for quantities and units (and mathematical symbols) used within the different fields of science and technology, giving, where necessary, definitions of these quantities and units. Standard conversion factors between the various units.","Normalisation des unités et des symboles pour les grandeurs et unités (y compris les symboles mathématiques) en usage dans les divers domaines de la science et de la technologie, en donnant, s'il y a lieu, des définitions de ces grandeurs et unités. Facteurs de conversion normalisés entre les diverses unités.",,,"[1511, 1529, 1555, 1635, 1700, 1717, 1734, 1738, 1794, 1823, 1835, 1864, 1944, 2054, 2064, 2101, 2106, 2133, 2176, 2188, 308878]","[DIN, ASI, BELST, SAC, EOS, UNE, SFS, AFNOR, BIS, UNI, JISC, KOWSMD, MSB, IPQ, BSI, SIS, SNV, UNMZ, GOST R, ANSI, O'ZTTSA]","[1485, 1561, 1597, 1603, 1629, 1644, 1657, 1663, 1680, 1684, 1696, 1704, 1721, 1725, 1759, 1770, 1784, 1798, 1803, 1965, 2017, 2027, 2045, 2049, 2058, 2091, 2110, 2120, 2139, 2158, 2162, 2168, 2172, 2199, 2209]","[SABS, NBN, BDS, ISBIH, INN, ICONTEC, CSK, KATS, HZN, NC, DS, MoIAT-SAS, EVS, IES, ELOT, ITCHKSAR, MSZT, BSN, INSO, MASM, PSQCA, NEN, PKN, QS, ASRO, SLSI, UNMS SR, TBS, TISI, INNORPI, MSST, TSE, SE UkrNDNC, STAMEQ, ISS]","[50266, 54960, 55238, 48474, 55016, 48104, 45342, 55072, 48458, 49742, 653046]","[ISO/TC 85, ISO/TC 215, null, ISO/TC 43/SC 1, null, ISO/TC 37, ISO/IEC JTC 1/SC 32, null, ISO/TC 43, ISO/TC 69, ISO/TC 43/SC 3]","[2973, 3182, 8816, 8833, 8928, 9010, 9198, 9236, 9485, 9581, 9657, 9672, 9698, 9795, 9801, 10437, 306174, 4653785, 5038499, 6412349]","[Infoterm, EC - European Commission, BIPM, WCO, CIE, UNECE, IAEA, ICAO, ICRU, IMO, ITU, IUPAC, OIML, WHO, WMO, IUPAP, OASIS, EURAMET, IUCr, CalConnect]",ISO/TC 012
46214,ISO/TC 14,Active,Shafts for machinery and accessories,Arbres pour machines et accessoires,1511,DIN,1947-01-01,"Standardization in the field of shafts for machines, their keys and keyways, splines and serrations and their accessories such as couplings, flanges, etc.","Normalisation dans le domaine des arbres pour machines, de leur clavetage, cannelures et dentelures et de leurs accessoires, tels que accouplements, brides, etc.",,,"[1511, 1635, 1738, 1794, 2064, 2176, 2188]","[DIN, SAC, AFNOR, BIS, BSI, GOST R, ANSI]","[1657, 1663, 1684, 1717, 1734, 1759, 1784, 1798, 1803, 1823, 1835, 2017, 2027, 2045, 2054, 2058, 2133, 2139, 2158, 2172, 2209, 308878]","[CSK, KATS, NC, UNE, SFS, ELOT, MSZT, BSN, INSO, UNI, JISC, PSQCA, NEN, PKN, IPQ, ASRO, UNMZ, TISI, INNORPI, SE UkrNDNC, ISS, O'ZTTSA]","[52090, 49506, 48354, 46706, 46484, 46064]","[ISO/TC 123, ISO/TC 67, ISO/TC 39, ISO/TC 22, ISO/TC 20, ISO/TC 10/SC 6]",,,ISO/TC 014
46232,ISO/TC 17,Active,Steel,Acier,1835,JISC,1947-01-01,"Standardization in the field of cast, wrought and cold-formed steel, including technical delivery conditions for steel tubes for pressure purposes, environment related to climate change and emerging technologies application in the iron and steel industry. <p>Excluded: </p><ul> <li>steel tubes within the scope of ISO / TC 5; </li><li>line pipe, casing, tubing and drill pipe within the scope of ISO / TC 67; </li><li>methods of mechanical testing of metals within the scope of ISO / TC 164. </li></ul>","Normalisation dans le domaine de l'acier moulé, corroyé et formé à froid, y compris les conditions techniques de livraison des tubes en acier pour appareils à pression, l'environnement lié au changement climatique et l'application des technologies émergentes dans l'industrie du fer et de l'acier.<p>À l'exclusion : </p><ul> <li>des tubes en acier relevant de l'ISO/TC 5 ; </li><li>des conduites, des tubes de cuvelage, des tubes de production et des tiges de forage relevant de l'ISO /TC 67 ; </li><li>des méthodes d'essais mécaniques des métaux relevant de l'ISO/TC 164. </li></ul>'",,"[9712400,11784303,46250,46354,46358,46366,46378,46388,46390,46426,46434,46436,46450,46464,46470]","[1485, 1511, 1516, 1520, 1529, 1533, 1561, 1635, 1663, 1717, 1734, 1738, 1776, 1784, 1794, 1803, 1823, 1835, 1844, 1848, 1854, 1994, 2017, 2027, 2045, 2054, 2064, 2101, 2120, 2176, 308866, 308878, 10958955]","[SABS, DIN, SASO, IRAM, ASI, BTMD, NBN, SAC, KATS, UNE, SFS, AFNOR, ILNAS, MSZT, BIS, INSO, UNI, JISC, JSMO, CTRM, KEBS, SN, PSQCA, NEN, PKN, IPQ, BSI, SIS, TBS, GOST R, UNBS, O'ZTTSA, SENCAMER]","[1499, 1524, 1537, 1555, 1579, 1597, 1603, 1623, 1640, 1657, 1680, 1684, 1700, 1711, 1725, 1759, 1798, 1965, 1998, 2041, 2058, 2091, 2106, 2110, 2133, 2139, 2149, 2158, 2168, 2172, 2188, 2199, 2209, 288025, 308857, 308894, 537437]","[IANOR, SA, BSTI, BELST, ABNT, BDS, ISBIH, ANOR, CYS, CSK, HZN, NC, EOS, INEN, IES, ELOT, BSN, MASM, NZSO, BPS, ASRO, SLSI, SNV, UNMS SR, UNMZ, TISI, TTBS, INNORPI, TSE, SE UkrNDNC, ANSI, STAMEQ, ISS, RSB, COSQC, OCC, DOSM]","[53550, 52704, 53560, 45592]","[ISO/TC 164, ISO/TC 146/SC 1, ISO/TC 164/SC 4, ISO/TC 5]","[3182, 8833, 9010, 9050, 9565, 9759]","[EC - European Commission, WCO, UNECE, UNESCAP, World Steel Association, UIC]",ISO/TC 017
46250,ISO/TC 17/SC 1,Active,Methods of determination of chemical composition,Méthodes de détermination de la composition chimique,1835,JISC,1983-05-12,Standardization of methods for the determination of chemical composition of iron and steel.,Normalisation des méthodes de détermination de la composition chimique du fer et de l'acier,46232,,"[1485, 1511, 1516, 1529, 1635, 1663, 1717, 1738, 1794, 1803, 1823, 1835, 2027, 2045, 2101, 2172]","[SABS, DIN, SASO, ASI, SAC, KATS, UNE, AFNOR, BIS, INSO, UNI, JISC, NEN, PKN, SIS, SE UkrNDNC]","[1520, 1561, 1657, 1734, 1784, 1798, 1854, 1965, 2054, 2058, 2064, 2091, 2110, 2133, 2149, 2176, 2209]","[IRAM, NBN, CSK, SFS, MSZT, BSN, KEBS, MASM, IPQ, ASRO, BSI, SLSI, UNMS SR, UNMZ, TTBS, GOST R, ISS]","[51044, 49808, 53216, 54670]","[ISO/TC 102/SC 2, ISO/TC 69/SC 6, ISO/TC 155, ISO/TC 201/SC 8]",[3182],[EC - European Commission],ISO/TC 017/~SC 001
46354,ISO/TC 17/SC 3,Active,Steels for structural purposes,Aciers de construction,1738,AFNOR,1980-07-30,"Standardization of uncoated steels for structural purposes (for bridges, building, etc.) and for general engineering purposes (steels not intended for heat treatment by the consumer), in terms of:<ul><li>qualities</li><li>dimensions and tolerances for plates, wide flats, bars and sections  excluding:<ul><li>flat rolled products manufactured on a continuous mill</li><li>steel for the reinforcement of concrete and prestressing steels</li><li>wire and wire rods</li><li>structural hollow sections.</li></ul></li></ul>","Normalisation des aciers non revêtus destinés à la construction (ponts, bâtiments, etc.) ou à la construction mécanique d'usage général (aciers non destinés au traitement thermique par l'utilisateur), pour ce qui concerne:<ul><li>les qualités</li><li>les dimensions et les tolérances pour tôles épaisses issues de laminage réversible, larges-plats, barres et profilés</li></ul><p>A l'exclusion:</p><ul><li>des produits plats issus d'un laminage continu</li><li>des aciers pour l'armature et la précontrainte du béton</li><li>des fils et fils machine</li><li>des profilés creux pour la constructiony</li></ul>",46232,,"[1511, 1516, 1529, 1561, 1635, 1663, 1717, 1738, 1776, 1794, 1803, 1823, 1835, 2027, 2045, 2064, 2101, 2172, 2176, 308866]","[DIN, SASO, ASI, NBN, SAC, KATS, UNE, AFNOR, ILNAS, BIS, INSO, UNI, JISC, NEN, PKN, BSI, SIS, SE UkrNDNC, GOST R, UNBS]","[1485, 1520, 1524, 1657, 1734, 1784, 1798, 1965, 2054, 2058, 2091, 2110, 2120, 2133, 2209, 288025]","[SABS, IRAM, SA, CSK, SFS, MSZT, BSN, MASM, IPQ, ASRO, SLSI, UNMS SR, TBS, UNMZ, ISS, RSB]","[53616, 46426]","[ISO/TC 167, ISO/TC 17/SC 12]","[9196, 9563]","[IACS - classification, IIW]",ISO/TC 017/~SC 003
46358,ISO/TC 17/SC 4,Active,Heat treatable and alloy steels,Aciers pour traitements thermiques et aciers alliés,1511,DIN,1980-07-30,"Standardization of qualities, dimensions and tolerances of heat treatable and alloy steels used mainly in the engineering and automotive industry in either the non-heat treated or the heat treated conditions. Examples are free-cutting, bright, stainless, heat-resisting, tool, spring, valve and roller bearing steels including tubular products for these applications, but not those covered by ISO/TC 5.","Normalisation des qualités, des dimensions et des tolérances des aciers pour traitements thermiques et aciers alliés, principalement destinés aux industries de l'ingénierie et de l'automobile, avec ou sans traitement thermique. Par exemple, les aciers pour décolletage, les aciers «brillants», les aciers inoxydables, les aciers réfractaires, les aciers pour outils, les aciers pour ressorts, les aciers pour soupapes et les aciers de roulements, y compris les produits tubulaires destinés à ces applications, à l'exception de ceux couverts par l'ISO/TC 5.",46232,,"[1511, 1529, 1561, 1635, 1663, 1734, 1738, 1794, 1803, 1823, 1835, 2027, 2045, 2101, 2176]","[DIN, ASI, NBN, SAC, KATS, SFS, AFNOR, BIS, INSO, UNI, JISC, NEN, PKN, SIS, GOST R]","[1485, 1520, 1537, 1657, 1696, 1700, 1717, 1784, 1798, 2054, 2058, 2064, 2106, 2110, 2120, 2133, 2172, 2209, 288025]","[SABS, IRAM, BSTI, CSK, DS, EOS, UNE, MSZT, BSN, IPQ, ASRO, BSI, SNV, UNMS SR, TBS, UNMZ, SE UkrNDNC, ISS, RSB]","[46450, 46366, 626538, 369318, 45446, 53080]","[ISO/TC 17/SC 17, ISO/TC 17/SC 7, ISO/TC 2/SC 11, ISO/TC 227, ISO/TC 2, ISO/TC 150/SC 1]",,,ISO/TC 017/~SC 004
46366,ISO/TC 17/SC 7,Active,Methods of testing (other than mechanical tests and chemical analysis),Méthodes d'essais (autres que les essais mécaniques et les analyses chimiques),1738,AFNOR,1985-06-26,Standardization of methods of testing steel other than:<ul><li>mechanical tests</li><li>chemical analysis</li><li>non-destructive tests covered by other ISO/TC 17/SCs and ISO/TC 135.</li></ul>,Normalisation des méthodes d’essai de l’acier autres que:<ul><li>les essais mécaniques</li><li>les analyses chimiques</li><li>les essais non destructifs traités par d'autres SC de l'ISO/TC 17 et par l'ISO/TC 135.</li></ul>,46232,,"[1511, 1529, 1561, 1635, 1663, 1734, 1738, 1794, 1803, 1823, 1835, 2027, 2054, 2064, 2101, 2106]","[DIN, ASI, NBN, SAC, KATS, SFS, AFNOR, BIS, INSO, UNI, JISC, NEN, IPQ, BSI, SIS, SNV]","[1485, 1516, 1520, 1717, 1784, 1798, 1854, 1965, 2045, 2058, 2110, 2133, 2176, 2209]","[SABS, SASO, IRAM, UNE, MSZT, BSN, KEBS, MASM, PKN, ASRO, UNMS SR, UNMZ, GOST R, ISS]","[53264, 46358, 54674, 52410, 51358]","[ISO/TC 156, ISO/TC 17/SC 4, ISO/TC 202, ISO/TC 135/SC 3, ISO/TC 107]",[3182],[EC - European Commission],ISO/TC 017/~SC 007
46378,ISO/TC 17/SC 9,Active,Tinplate and blackplate,Fer blanc et fer noir,1835,JISC,1980-01-31,"Standardization of tinplate and blackplate - Qualities, dimensions, packaging, shipping, stocking and loading.","Normalisation du fer blanc et du fer noir - Qualités, dimensions, emballage, expédition, stockage et mise en charge",46232,,"[1511, 1635, 1738, 1794, 1803, 1823, 1835, 2027, 2064]","[DIN, SAC, AFNOR, BIS, INSO, UNI, JISC, NEN, BSI]","[1520, 1561, 1717, 1798, 2058, 2110, 2133]","[IRAM, NBN, UNE, BSN, ASRO, UNMS SR, UNMZ]",[51358],[ISO/TC 107],,,ISO/TC 017/~SC 009
46388,ISO/TC 17/SC 10,Active,Steel for pressure purposes,Aciers pour service sous pression,1511,DIN,1980-01-31,"Standardization of:<ul><li>Qualities of flat products, bars and forgings for pressure purposes;</li><li>Methods for deriving and establishing of the elevated temperature yield/proof strength and average creep values of steels for pressure purposes.</li></ul>","Normalisation<ul><li>Des qualités des produits plats, des barres et des pièces forgées pour service sous pression;</li><li>Des méthodes de calcul et de fixation des limites d'élasticité et des limites conventionnelles d'élasticité à température élevée, ainsi que des valeurs moyennes de fluage des aciers pour service sous pression.</li></ul>",46232,,"[1511, 1529, 1561, 1635, 1663, 1734, 1738, 1784, 1794, 1803, 1823, 1835, 2045, 2064, 2101, 2176]","[DIN, ASI, NBN, SAC, KATS, SFS, AFNOR, MSZT, BIS, INSO, UNI, JISC, PKN, BSI, SIS, GOST R]","[1485, 1520, 1700, 1717, 1798, 2027, 2054, 2058, 2106, 2110, 2120, 2133, 2168, 2172, 2209]","[SABS, IRAM, EOS, UNE, BSN, NEN, IPQ, ASRO, SNV, UNMS SR, TBS, UNMZ, TSE, SE UkrNDNC, ISS]","[49040, 45594, 45646]","[ISO/TC 58/SC 3, ISO/TC 5/SC 1, ISO/TC 5/SC 10]",[9563],[IIW],ISO/TC 017/~SC 010
46390,ISO/TC 17/SC 11,Active,Steel castings,Acier moulé,2188,ANSI,1981-02-17,Standardization of steel castings and the sampling and conditions of delivery of these for all purposes.,"Normalisation de l'acier moulé, de l'échantillonnage et des conditions de livraison de cet acier pour tous usages",46232,,"[1511, 1635, 1663, 1738, 1794, 1803, 1823, 2027, 2064, 2188]","[DIN, SAC, KATS, AFNOR, BIS, INSO, UNI, NEN, BSI, ANSI]","[1520, 1529, 1561, 1700, 1717, 1734, 1784, 1798, 1835, 1911, 1965, 1994, 2045, 2054, 2058, 2101, 2110, 2133, 2168, 2172, 2176, 2209]","[IRAM, ASI, NBN, EOS, UNE, SFS, MSZT, BSN, JISC, DSM, MASM, SN, PKN, IPQ, ASRO, SIS, UNMS SR, UNMZ, TSE, SE UkrNDNC, GOST R, ISS]","[54924, 53216, 48650, 45646]","[ISO/TC 213, ISO/TC 155, ISO/TC 44/SC 10, ISO/TC 5/SC 10]",,,ISO/TC 017/~SC 011
46426,ISO/TC 17/SC 12,Active,Continuous mill flat rolled products,Produits plats laminés en continu,1835,JISC,1980-01-31,Development and maintenance of specifications for hot-rolled and cold-reduced steel sheet and strip in coils and cut lengths and metallic coated steel sheet in coils and cut lengths. excluding:<ul><li>Tinplate and blackplate but including tin-coated sheets</li><li>Stainless and heat resisting steels 3</li><li>Plates.</li></ul>,"Élaboration et mise à jour de spécifications applicables aux tôles et bandes en acier laminées à chaud ou laminées à froid présentes sous forme de bobines ou de longueurs coupées, et aux tôles en acier revêtues de métal présentes sous forme de bobines ou de longueurs coupées.<p>Sont exclus:</p><ul><li>Le fer étamé et le fer noir, mais le fer étamé en feuilles est inclus;</li><li>Les aciers inoxydables et réfractaires;</li><li>Les tôles épaisses issues de laminage réversible.</li></ul>",46232,,"[1511, 1516, 1635, 1663, 1794, 1803, 1823, 1835, 2027, 2064, 2101, 2176]","[DIN, SASO, SAC, KATS, BIS, INSO, UNI, JISC, NEN, BSI, SIS, GOST R]","[1485, 1520, 1529, 1561, 1700, 1717, 1734, 1738, 1784, 1798, 1854, 2045, 2054, 2058, 2110, 2120, 2133, 2139, 2149, 2168, 2172, 2209]","[SABS, IRAM, ASI, NBN, EOS, UNE, SFS, AFNOR, MSZT, BSN, KEBS, PKN, IPQ, ASRO, UNMS SR, TBS, UNMZ, TISI, TTBS, TSE, SE UkrNDNC, ISS]","[51358, 46354]","[ISO/TC 107, ISO/TC 17/SC 3]",,,ISO/TC 017/~SC 012
46434,ISO/TC 17/SC 15,Active,"Railway rails, rails fasteners, wheels and wheelsets","Rails de chemins de fer, attaches de rail, roues et essieux",1635,SAC,1983-12-02,"Standardization of terminology, technical requirements, materials, dimensions and tolerances, test methods for railway rails, rail fasteners, wheel and wheelsets.","Normalisation de la terminologie, des exigences techniques, matériaux, dimensions et tolérances, ainsi que des méthodes d'essai relatives aux rails de chemins de fer, attaches de rails, roues et essieux.",46232,,"[1511, 1529, 1635, 1663, 1738, 1803, 1823, 1835, 2054, 2064, 2172, 308866]","[DIN, ASI, SAC, KATS, AFNOR, INSO, UNI, JISC, IPQ, BSI, SE UkrNDNC, UNBS]","[1520, 1798, 2027, 2045, 2058, 2110, 2133]","[IRAM, BSN, NEN, PKN, ASRO, UNMS SR, UNMZ]","[6086504, 6086580, 661629]","[ISO/TC 269/SC 1, ISO/TC 269/SC 2, ISO/TC 269]",[9759],[UIC],ISO/TC 017/~SC 015
46436,ISO/TC 17/SC 16,Active,Steels for the reinforcement and prestressing of concrete,Aciers pour le renforcement et la précontrainte du béton,1994,SN,1980-07-30,"Standardization of qualities, dimensions and tolerances and other relevant properties appropriate to:<ul><li>steel for the reinforcement of concrete</li><li>prestressing steel</li></ul><p>Standardization of test for the products listed above.</p>","Normalisation des nuances, dimensions, tolérances et autres propriétés pertinentes concernant:<ul><li>l'acier pour l'armature du béton</li><li>l'acier de précontrainte.</li></ul><p>Normalisation des méthodes d'essai pour les produits ci-dessus.</p>",46232,,"[1485, 1511, 1516, 1529, 1537, 1561, 1635, 1663, 1717, 1738, 1784, 1794, 1803, 1823, 1835, 1844, 1854, 1994, 2027, 2045, 2054, 2064, 2101, 2172, 2176, 308878]","[SABS, DIN, SASO, ASI, BSTI, NBN, SAC, KATS, UNE, AFNOR, MSZT, BIS, INSO, UNI, JISC, JSMO, KEBS, SN, NEN, PKN, IPQ, BSI, SIS, SE UkrNDNC, GOST R, O'ZTTSA]","[1520, 1555, 1700, 1734, 1798, 1819, 1965, 2058, 2091, 2106, 2110, 2120, 2133, 2139, 2149, 2209, 308866]","[IRAM, BELST, EOS, SFS, BSN, SII, MASM, ASRO, SLSI, SNV, UNMS SR, TBS, UNMZ, TISI, TTBS, ISS, UNBS]","[49922, 48650]","[ISO/TC 71/SC 5, ISO/TC 44/SC 10]",[10113],[FIB],ISO/TC 017/~SC 016
46450,ISO/TC 17/SC 17,Active,Steel wire rod and wire products,Fil machine et produits de fil en acier,1635,SAC,1980-07-30,"<p>The development and maintenance of product standards and related standards for steel wire rod, wire and wire products, except stainless steels.</p> <p>Standardization of grades and properties of wire rod (excluded are those for special purposes, e. g. qualities standardized by ISO/TC 17/SC 4 and ISO/TC44/SC 3).</p> <p>Standardization of wires and wire products in so far as they are only used in that product form (excluded are those for special purposes ,e. g. steel wire ropes which are standardized in ISO /TC 105).</p> <p>Testing standards for wire rod and wire (excluded are general testing standards e. g. standards of ISO/TC 164)</p>","Normalisation des qualités, dimensions et tolérances du fil machine et des produits de fil en acier issus d'un train à fils.<P>Normalisation des types et des qualités de fil machine (acier non allié pour tréfilage et fil machine pour électrodes).<P>Normalisation des types et des qualités des fils utilisés seulement sous cette forme de produitSont exclus les produits qui sont déjà normalisés par d'autres comités, par exemple les câbles en acier.<P>A l'exclusion du fil en acier inoxydable, du fil machine en acier inoxydable et du fil en acier réfractaire, qui incombent à l'ISO/TC 17/SC 4.",46232,,"[1511, 1529, 1561, 1635, 1717, 1738, 1794, 1803, 1823, 1835, 1854, 2027, 2045, 2054, 2064, 2101, 2106, 2110, 2133, 2176, 308866]","[DIN, ASI, NBN, SAC, UNE, AFNOR, BIS, INSO, UNI, JISC, KEBS, NEN, PKN, IPQ, BSI, SIS, SNV, UNMS SR, UNMZ, GOST R, UNBS]","[1485, 1520, 1663, 1776, 1784, 1798, 2058, 2091, 2120, 2139, 2209]","[SABS, IRAM, KATS, ILNAS, MSZT, BSN, ASRO, SLSI, TBS, TISI, ISS]","[46358, 51196, 53554, 51384, 51358, 46232, 48610, 46436]","[ISO/TC 17/SC 4, ISO/TC 105, ISO/TC 164/SC 1, ISO/TC 107/SC 4, ISO/TC 107, ISO/TC 17, ISO/TC 44/SC 3, ISO/TC 17/SC 16]","[9563, 9565]","[IIW, World Steel Association]",ISO/TC 017/~SC 017
46464,ISO/TC 17/SC 19,Active,Technical delivery conditions for steel tubes for pressure purposes,Conditions techniques de livraison des tubes d'acier pour appareils à pression,1823,UNI,1981-01-31,"Maintenance of existing ISO Standards and preparation of new ISO Standards for technical delivery conditions for steel tubes for pressure purposes, in liaison with ISO/TC 5 and ISO/TC 11. Excluded from this area of work are all other standards for tubes whatever their use and particularly the standards related to ISO/TC 67 and the standards on tubes for transportation of water, gas and sewage.","Maintenance des normes ISO existantes et élaboration de nouvelles normes ISO concernant les conditions techniques de livraison des tubes d'acier pour appareils à pression, en liaison avec l'ISO/TC 5 et l'ISO/TC 11. Sont exclues toutes les autres normes relatives aux tubes, quel que soit leur usage, en particulier les normes liées à l'ISO/TC 67, et les normes relatives aux tubes destinés au transport de l'eau, du gaz et des eaux usées.",46232,,"[1511, 1520, 1529, 1579, 1635, 1738, 1784, 1794, 1803, 1823, 1835, 2027, 2045, 2064, 2101, 2176]","[DIN, IRAM, ASI, ABNT, SAC, AFNOR, MSZT, BIS, INSO, UNI, JISC, NEN, PKN, BSI, SIS, GOST R]","[1485, 1561, 1663, 1700, 1717, 1734, 1798, 2058, 2106, 2110, 2133, 2209]","[SABS, NBN, KATS, EOS, UNE, SFS, BSN, ASRO, SNV, UNMS SR, UNMZ, ISS]","[49506, 52432, 52398, 45594]","[ISO/TC 67, ISO/TC 135/SC 7, ISO/TC 135, ISO/TC 5/SC 1]",,,ISO/TC 017/~SC 019
46470,ISO/TC 17/SC 20,Active,"General technical delivery conditions, inspection documents and sampling for mechanical testing","Conditions techniques générales de livraison, échantillonnage et méthodes d'essais mécaniques",2101,SIS,1986-05-23,"Standardization of general technical delivery conditions, inspection documents and general rules for selection and preparation of samples and test pieces for mechanical testing of wrought steels.","Normalisation des conditions techniques générales de livraison, des documents de contrôle et des règles générales relatives au choix et à la préparation des échantillons et des éprouvettes pour les essais mécaniques sur des aciers écrouis.",46232,,"[1511, 1529, 1561, 1635, 1663, 1717, 1734, 1738, 1776, 1784, 1794, 1803, 1823, 1835, 2027, 2064, 2101, 2176]","[DIN, ASI, NBN, SAC, KATS, UNE, SFS, AFNOR, ILNAS, MSZT, BIS, INSO, UNI, JISC, NEN, BSI, SIS, GOST R]","[1485, 1520, 1798, 1965, 2045, 2058, 2106, 2110, 2133, 2168, 2172]","[SABS, IRAM, BSN, MASM, PKN, ASRO, SNV, UNMS SR, UNMZ, TSE, SE UkrNDNC]","[53558, 53554, 53556]","[ISO/TC 164/SC 3, ISO/TC 164/SC 1, ISO/TC 164/SC 2]",[3182],[EC - European Commission],ISO/TC 017/~SC 020
9712400,ISO/TC 17/SC 21,Active,Environment related to climate change in the iron and steel industry,Environnement lié au changement climatique dans l'industrie du fer et de l'acier,1835,JISC,2023-04-17,Standardization in the field of environment related to climate change such as low carbon process in the iron and steel industry.,,46232,,"[1485, 1511, 1516, 1520, 1524, 1529, 1561, 1635, 1663, 1734, 1738, 1776, 1794, 1803, 1823, 1835, 1854, 1994, 2027, 2045, 2054, 2064, 2101, 2106]","[SABS, DIN, SASO, IRAM, SA, ASI, NBN, SAC, KATS, SFS, AFNOR, ILNAS, BIS, INSO, UNI, JISC, KEBS, SN, NEN, PKN, IPQ, BSI, SIS, SNV]","[1717, 1931, 2058, 2110, 2133, 308866]","[UNE, IMANOR, ASRO, UNMS SR, UNMZ, UNBS]","[46450, 546318, 6266669, 54854]","[ISO/TC 17/SC 17, ISO/TC 207/SC 7, ISO/TC 308, ISO/TC 207/SC 5]","[9513, 9565]","[IEA - énergie, World Steel Association]",ISO/TC 017/~SC 021
